age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
33.0,7.0,2.0,2.0,1.0,863.0,0.0,1.0,1.0,13.0,4.0,622.0,3.0,-1.0,0.0,0.0,0.0
32.0,3.0,2.0,3.0,1.0,354.0,1.0,1.0,2.0,4.0,2.0,177.0,2.0,133.0,5.0,1.0,0.0
52.0,3.0,0.0,3.0,1.0,583.0,1.0,1.0,2.0,17.0,4.0,376.0,1.0,181.0,3.0,3.0,0.0
35.0,11.0,0.0,1.0,1.0,2918.0,1.0,0.0,2.0,16.0,6.0,815.0,2.0,407.0,3.0,3.0,0.0
50.0,0.0,0.0,1.0,1.0,219.0,0.0,1.0,2.0,15.0,6.0,419.0,7.0,-1.0,0.0,0.0,1.0
44.0,3.0,0.0,3.0,1.0,309.0,0.0,1.0,2.0,5.0,1.0,676.0,1.0,-1.0,0.0,0.0,0.0
34.0,3.0,2.0,3.0,1.0,212.0,1.0,1.0,2.0,25.0,2.0,278.0,8.0,-1.0,0.0,0.0,0.0
79.0,9.0,0.0,1.0,1.0,8304.0,1.0,1.0,1.0,9.0,2.0,303.0,9.0,-1.0,0.0,0.0,0.0
61.0,3.0,0.0,1.0,1.0,967.0,1.0,1.0,2.0,20.0,7.0,180.0,1.0,-1.0,0.0,0.0,1.0
45.0,7.0,0.0,1.0,1.0,521.0,0.0,1.0,0.0,17.0,5.0,259.0,3.0,-1.0,0.0,0.0,1.0
60.0,9.0,1.0,1.0,1.0,1091.0,1.0,1.0,2.0,30.0,6.0,441.0,5.0,-1.0,0.0,0.0,0.0
53.0,7.0,1.0,2.0,1.0,4401.0,1.0,1.0,1.0,11.0,10.0,241.0,1.0,92.0,1.0,3.0,0.0
29.0,10.0,2.0,1.0,1.0,590.0,1.0,1.0,2.0,25.0,4.0,124.0,1.0,-1.0,0.0,0.0,0.0
49.0,10.0,1.0,1.0,1.0,-236.0,0.0,1.0,0.0,26.0,4.0,204.0,2.0,-1.0,0.0,0.0,1.0
35.0,10.0,0.0,3.0,1.0,22.0,1.0,1.0,2.0,11.0,7.0,109.0,1.0,-1.0,0.0,0.0,1.0
35.0,7.0,0.0,1.0,1.0,257.0,0.0,1.0,2.0,14.0,4.0,186.0,1.0,-1.0,0.0,0.0,1.0
38.0,6.0,2.0,0.0,1.0,64.0,1.0,1.0,2.0,6.0,7.0,789.0,1.0,-1.0,0.0,0.0,1.0
39.0,3.0,0.0,1.0,1.0,215.0,1.0,1.0,2.0,11.0,7.0,1141.0,4.0,-1.0,0.0,0.0,0.0
35.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,25.0,7.0,81.0,6.0,-1.0,0.0,0.0,1.0
46.0,7.0,0.0,2.0,1.0,369.0,0.0,1.0,0.0,13.0,4.0,916.0,2.0,-1.0,0.0,0.0,0.0
34.0,3.0,2.0,3.0,1.0,2646.0,1.0,1.0,2.0,14.0,3.0,142.0,1.0,-1.0,0.0,0.0,0.0
54.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,10.0,464.0,5.0,192.0,8.0,1.0,0.0
23.0,10.0,2.0,1.0,1.0,4545.0,1.0,1.0,2.0,3.0,5.0,200.0,1.0,-1.0,0.0,0.0,1.0
39.0,3.0,0.0,3.0,1.0,1836.0,1.0,1.0,2.0,6.0,7.0,902.0,3.0,-1.0,0.0,0.0,0.0
33.0,10.0,2.0,1.0,1.0,2085.0,1.0,1.0,2.0,9.0,1.0,501.0,2.0,-1.0,0.0,0.0,0.0
62.0,9.0,0.0,1.0,1.0,298.0,1.0,1.0,2.0,17.0,10.0,709.0,2.0,-1.0,0.0,0.0,0.0
39.0,10.0,0.0,2.0,1.0,2118.0,0.0,1.0,2.0,17.0,3.0,266.0,2.0,-1.0,0.0,0.0,1.0
38.0,3.0,2.0,3.0,1.0,690.0,0.0,1.0,0.0,20.0,4.0,34.0,1.0,-1.0,0.0,0.0,1.0
31.0,11.0,0.0,1.0,1.0,447.0,1.0,1.0,2.0,19.0,2.0,220.0,3.0,-1.0,0.0,0.0,0.0
25.0,6.0,2.0,1.0,1.0,2975.0,1.0,1.0,2.0,2.0,8.0,799.0,2.0,-1.0,0.0,0.0,0.0
50.0,4.0,2.0,2.0,1.0,1158.0,0.0,1.0,2.0,3.0,1.0,116.0,3.0,265.0,3.0,2.0,1.0
59.0,0.0,2.0,1.0,1.0,4744.0,1.0,1.0,2.0,4.0,8.0,879.0,1.0,-1.0,0.0,0.0,0.0
43.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,22.0,6.0,254.0,1.0,-1.0,0.0,0.0,1.0
30.0,3.0,2.0,3.0,1.0,156.0,0.0,1.0,0.0,9.0,5.0,174.0,9.0,-1.0,0.0,0.0,1.0
41.0,10.0,1.0,1.0,1.0,75.0,1.0,1.0,2.0,20.0,7.0,351.0,2.0,-1.0,0.0,0.0,1.0
31.0,10.0,2.0,3.0,1.0,252.0,1.0,1.0,2.0,8.0,5.0,107.0,3.0,-1.0,0.0,0.0,0.0
50.0,0.0,0.0,1.0,1.0,3608.0,0.0,1.0,2.0,13.0,10.0,176.0,2.0,197.0,2.0,3.0,0.0
67.0,9.0,0.0,1.0,1.0,1146.0,1.0,1.0,2.0,13.0,10.0,259.0,1.0,92.0,2.0,2.0,0.0
35.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,29.0,7.0,131.0,2.0,-1.0,0.0,0.0,1.0
27.0,3.0,2.0,3.0,1.0,6791.0,1.0,1.0,1.0,22.0,2.0,174.0,2.0,229.0,28.0,3.0,1.0
30.0,10.0,0.0,1.0,1.0,450.0,1.0,0.0,2.0,14.0,6.0,72.0,4.0,-1.0,0.0,0.0,1.0
36.0,7.0,0.0,1.0,1.0,1049.0,0.0,1.0,2.0,14.0,4.0,224.0,4.0,-1.0,0.0,0.0,0.0
29.0,6.0,2.0,1.0,1.0,1377.0,0.0,1.0,2.0,3.0,7.0,248.0,1.0,446.0,2.0,3.0,0.0
36.0,7.0,0.0,2.0,1.0,378.0,0.0,1.0,2.0,5.0,4.0,1240.0,1.0,-1.0,0.0,0.0,0.0
33.0,11.0,0.0,1.0,1.0,804.0,0.0,0.0,0.0,8.0,4.0,266.0,1.0,-1.0,0.0,0.0,1.0
49.0,10.0,0.0,1.0,1.0,1091.0,1.0,1.0,1.0,30.0,6.0,47.0,2.0,-1.0,0.0,0.0,1.0
49.0,10.0,0.0,1.0,1.0,378.0,1.0,1.0,0.0,9.0,5.0,189.0,2.0,-1.0,0.0,0.0,1.0
40.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,121.0,2.0,-1.0,0.0,0.0,1.0
32.0,4.0,1.0,1.0,1.0,-613.0,0.0,1.0,2.0,15.0,3.0,266.0,2.0,-1.0,0.0,0.0,1.0
36.0,2.0,2.0,3.0,1.0,1291.0,1.0,1.0,2.0,3.0,1.0,298.0,1.0,-1.0,0.0,0.0,0.0
44.0,10.0,0.0,3.0,1.0,1933.0,1.0,1.0,2.0,5.0,5.0,462.0,1.0,-1.0,0.0,0.0,0.0
42.0,3.0,0.0,3.0,1.0,441.0,1.0,1.0,2.0,7.0,7.0,296.0,9.0,-1.0,0.0,0.0,1.0
33.0,3.0,2.0,1.0,1.0,2955.0,0.0,1.0,2.0,18.0,4.0,178.0,2.0,-1.0,0.0,0.0,1.0
42.0,11.0,0.0,1.0,1.0,774.0,1.0,1.0,2.0,28.0,0.0,997.0,1.0,-1.0,0.0,0.0,0.0
34.0,7.0,2.0,1.0,1.0,3043.0,0.0,0.0,2.0,20.0,10.0,670.0,1.0,-1.0,0.0,0.0,0.0
37.0,0.0,1.0,3.0,1.0,4708.0,1.0,1.0,2.0,2.0,5.0,238.0,1.0,181.0,2.0,3.0,0.0
34.0,11.0,0.0,1.0,1.0,-16.0,0.0,0.0,0.0,5.0,4.0,78.0,1.0,-1.0,0.0,0.0,1.0
29.0,3.0,0.0,3.0,1.0,16.0,0.0,1.0,2.0,16.0,6.0,605.0,6.0,-1.0,0.0,0.0,1.0
29.0,3.0,2.0,3.0,1.0,9407.0,1.0,1.0,2.0,4.0,4.0,267.0,6.0,-1.0,0.0,0.0,0.0
36.0,3.0,2.0,3.0,1.0,479.0,1.0,1.0,2.0,9.0,1.0,629.0,2.0,-1.0,0.0,0.0,0.0
42.0,7.0,1.0,2.0,1.0,301.0,0.0,1.0,2.0,17.0,6.0,1175.0,2.0,-1.0,0.0,0.0,0.0
27.0,8.0,0.0,3.0,1.0,10005.0,0.0,1.0,2.0,14.0,3.0,163.0,3.0,271.0,2.0,2.0,1.0
30.0,7.0,0.0,1.0,1.0,-529.0,0.0,1.0,2.0,12.0,4.0,416.0,4.0,-1.0,0.0,0.0,1.0
27.0,10.0,2.0,1.0,1.0,489.0,0.0,1.0,2.0,30.0,6.0,356.0,4.0,-1.0,0.0,0.0,0.0
30.0,10.0,2.0,1.0,1.0,853.0,1.0,1.0,2.0,29.0,9.0,279.0,1.0,148.0,1.0,2.0,0.0
37.0,3.0,0.0,3.0,1.0,21.0,0.0,1.0,0.0,29.0,4.0,52.0,2.0,-1.0,0.0,0.0,1.0
36.0,3.0,2.0,3.0,1.0,2646.0,1.0,1.0,2.0,13.0,9.0,169.0,1.0,182.0,10.0,3.0,0.0
44.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,4.0,243.0,3.0,-1.0,0.0,0.0,1.0
24.0,6.0,2.0,1.0,1.0,125.0,1.0,1.0,2.0,9.0,10.0,263.0,1.0,90.0,1.0,2.0,0.0
36.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,6.0,584.0,1.0,-1.0,0.0,0.0,0.0
51.0,2.0,0.0,1.0,1.0,234.0,1.0,1.0,2.0,22.0,7.0,735.0,1.0,-1.0,0.0,0.0,0.0
26.0,6.0,2.0,3.0,1.0,97.0,1.0,1.0,2.0,27.0,7.0,382.0,1.0,-1.0,0.0,0.0,1.0
47.0,3.0,0.0,1.0,1.0,21.0,0.0,1.0,2.0,18.0,10.0,229.0,2.0,-1.0,0.0,0.0,1.0
30.0,10.0,2.0,1.0,1.0,298.0,0.0,1.0,0.0,16.0,4.0,164.0,2.0,-1.0,0.0,0.0,1.0
59.0,11.0,0.0,1.0,1.0,307.0,0.0,0.0,0.0,6.0,4.0,250.0,7.0,-1.0,0.0,0.0,1.0
70.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,8.0,8.0,206.0,1.0,-1.0,0.0,0.0,0.0
46.0,3.0,0.0,3.0,1.0,273.0,0.0,1.0,2.0,10.0,4.0,583.0,6.0,53.0,6.0,3.0,0.0
52.0,10.0,0.0,1.0,1.0,386.0,1.0,1.0,2.0,20.0,3.0,438.0,1.0,-1.0,0.0,0.0,0.0
31.0,11.0,2.0,1.0,1.0,1629.0,0.0,1.0,0.0,19.0,4.0,344.0,2.0,-1.0,0.0,0.0,1.0
33.0,11.0,2.0,3.0,1.0,1595.0,0.0,1.0,0.0,26.0,4.0,296.0,1.0,-1.0,0.0,0.0,1.0
41.0,7.0,0.0,2.0,1.0,219.0,1.0,0.0,0.0,18.0,5.0,1574.0,3.0,-1.0,0.0,0.0,0.0
39.0,0.0,1.0,1.0,1.0,878.0,0.0,1.0,2.0,15.0,4.0,611.0,5.0,-1.0,0.0,0.0,0.0
52.0,8.0,1.0,1.0,1.0,385.0,1.0,0.0,2.0,26.0,7.0,96.0,4.0,-1.0,0.0,0.0,1.0
61.0,3.0,0.0,1.0,1.0,985.0,1.0,1.0,2.0,18.0,7.0,998.0,6.0,-1.0,0.0,0.0,0.0
47.0,2.0,0.0,1.0,1.0,926.0,1.0,1.0,2.0,14.0,7.0,436.0,1.0,403.0,5.0,3.0,0.0
49.0,3.0,0.0,3.0,1.0,413.0,1.0,0.0,2.0,31.0,6.0,196.0,4.0,-1.0,0.0,0.0,1.0
59.0,9.0,2.0,1.0,0.0,-341.0,1.0,0.0,2.0,14.0,6.0,94.0,3.0,-1.0,0.0,0.0,1.0
33.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,19.0,7.0,78.0,3.0,-1.0,0.0,0.0,1.0
35.0,0.0,1.0,1.0,1.0,3636.0,1.0,0.0,2.0,21.0,10.0,808.0,2.0,-1.0,0.0,0.0,0.0
55.0,5.0,0.0,1.0,1.0,27624.0,1.0,1.0,1.0,3.0,5.0,437.0,1.0,-1.0,0.0,0.0,0.0
41.0,7.0,0.0,1.0,1.0,449.0,0.0,0.0,2.0,12.0,4.0,313.0,2.0,-1.0,0.0,0.0,1.0
61.0,9.0,0.0,1.0,1.0,89.0,1.0,1.0,2.0,28.0,9.0,154.0,1.0,181.0,2.0,2.0,1.0
46.0,3.0,0.0,3.0,1.0,2817.0,1.0,1.0,2.0,17.0,8.0,543.0,1.0,-1.0,0.0,0.0,0.0
34.0,11.0,0.0,1.0,1.0,190.0,0.0,1.0,2.0,15.0,4.0,121.0,3.0,-1.0,0.0,0.0,1.0
56.0,9.0,0.0,1.0,1.0,74.0,0.0,1.0,0.0,26.0,4.0,152.0,2.0,-1.0,0.0,0.0,1.0
31.0,3.0,0.0,3.0,1.0,141.0,0.0,1.0,2.0,4.0,1.0,572.0,2.0,238.0,7.0,1.0,0.0
40.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,23.0,1.0,228.0,2.0,182.0,6.0,2.0,0.0
44.0,11.0,0.0,1.0,1.0,808.0,0.0,1.0,0.0,2.0,5.0,67.0,2.0,-1.0,0.0,0.0,1.0
45.0,7.0,0.0,1.0,1.0,96.0,0.0,1.0,2.0,13.0,3.0,348.0,3.0,256.0,2.0,2.0,0.0
59.0,0.0,0.0,1.0,1.0,3735.0,1.0,1.0,2.0,18.0,2.0,203.0,4.0,121.0,2.0,2.0,0.0
62.0,7.0,0.0,1.0,1.0,272.0,1.0,1.0,2.0,11.0,7.0,146.0,1.0,286.0,2.0,2.0,0.0
29.0,0.0,2.0,1.0,1.0,127.0,0.0,0.0,2.0,20.0,3.0,314.0,1.0,-1.0,0.0,0.0,1.0
36.0,0.0,2.0,1.0,1.0,787.0,1.0,1.0,0.0,17.0,5.0,92.0,1.0,-1.0,0.0,0.0,1.0
41.0,2.0,2.0,3.0,1.0,7968.0,1.0,1.0,2.0,2.0,8.0,404.0,1.0,184.0,4.0,3.0,0.0
43.0,11.0,0.0,1.0,1.0,1220.0,1.0,1.0,2.0,28.0,6.0,307.0,2.0,-1.0,0.0,0.0,1.0
31.0,11.0,0.0,1.0,1.0,1167.0,0.0,0.0,2.0,20.0,10.0,279.0,1.0,-1.0,0.0,0.0,1.0
36.0,3.0,0.0,3.0,1.0,2547.0,1.0,1.0,2.0,31.0,6.0,292.0,1.0,-1.0,0.0,0.0,1.0
54.0,7.0,0.0,2.0,1.0,244.0,0.0,1.0,2.0,29.0,6.0,337.0,2.0,-1.0,0.0,0.0,1.0
35.0,7.0,0.0,1.0,1.0,126.0,0.0,1.0,2.0,16.0,3.0,472.0,1.0,-1.0,0.0,0.0,1.0
49.0,7.0,0.0,1.0,1.0,1946.0,1.0,1.0,2.0,19.0,9.0,192.0,1.0,95.0,1.0,3.0,0.0
46.0,3.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0,18.0,7.0,92.0,4.0,-1.0,0.0,0.0,1.0
49.0,10.0,0.0,1.0,1.0,307.0,1.0,1.0,2.0,9.0,11.0,854.0,1.0,-1.0,0.0,0.0,0.0
29.0,0.0,2.0,1.0,1.0,382.0,0.0,1.0,0.0,12.0,4.0,460.0,1.0,-1.0,0.0,0.0,1.0
41.0,10.0,0.0,1.0,1.0,1066.0,1.0,1.0,2.0,11.0,1.0,109.0,3.0,-1.0,0.0,0.0,0.0
50.0,3.0,0.0,3.0,1.0,469.0,1.0,1.0,2.0,16.0,3.0,161.0,1.0,-1.0,0.0,0.0,0.0
32.0,3.0,2.0,3.0,1.0,718.0,0.0,1.0,2.0,15.0,5.0,95.0,1.0,-1.0,0.0,0.0,0.0
29.0,10.0,2.0,1.0,1.0,110.0,0.0,1.0,2.0,13.0,3.0,1036.0,1.0,-1.0,0.0,0.0,0.0
40.0,5.0,0.0,2.0,1.0,3676.0,0.0,0.0,0.0,15.0,4.0,101.0,1.0,-1.0,0.0,0.0,1.0
39.0,7.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,6.0,625.0,1.0,-1.0,0.0,0.0,1.0
50.0,10.0,0.0,1.0,1.0,103.0,0.0,1.0,2.0,3.0,1.0,109.0,4.0,267.0,6.0,2.0,1.0
39.0,7.0,0.0,2.0,1.0,118.0,1.0,1.0,2.0,3.0,1.0,906.0,1.0,-1.0,0.0,0.0,0.0
48.0,11.0,0.0,2.0,1.0,483.0,1.0,1.0,2.0,6.0,7.0,119.0,2.0,-1.0,0.0,0.0,1.0
55.0,7.0,0.0,1.0,1.0,196.0,1.0,1.0,2.0,21.0,7.0,81.0,1.0,-1.0,0.0,0.0,0.0
38.0,3.0,0.0,3.0,1.0,590.0,1.0,1.0,2.0,31.0,6.0,49.0,2.0,-1.0,0.0,0.0,1.0
55.0,3.0,0.0,3.0,1.0,1161.0,0.0,1.0,2.0,20.0,10.0,8.0,6.0,-1.0,0.0,0.0,1.0
55.0,11.0,2.0,1.0,1.0,1539.0,1.0,1.0,0.0,20.0,5.0,65.0,2.0,-1.0,0.0,0.0,1.0
30.0,0.0,0.0,1.0,1.0,482.0,1.0,1.0,2.0,23.0,3.0,86.0,1.0,-1.0,0.0,0.0,1.0
67.0,9.0,0.0,2.0,1.0,1430.0,1.0,1.0,1.0,26.0,4.0,283.0,2.0,135.0,5.0,3.0,0.0
40.0,10.0,0.0,1.0,1.0,1270.0,1.0,1.0,2.0,17.0,3.0,342.0,2.0,-1.0,0.0,0.0,1.0
85.0,9.0,0.0,2.0,1.0,1255.0,1.0,1.0,2.0,15.0,0.0,233.0,3.0,-1.0,0.0,0.0,0.0
48.0,3.0,0.0,3.0,1.0,308.0,0.0,1.0,2.0,14.0,6.0,125.0,5.0,-1.0,0.0,0.0,1.0
34.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,9.0,6.0,628.0,1.0,-1.0,0.0,0.0,1.0
46.0,3.0,1.0,3.0,1.0,1297.0,1.0,1.0,2.0,11.0,7.0,716.0,3.0,-1.0,0.0,0.0,0.0
50.0,3.0,0.0,3.0,1.0,938.0,1.0,1.0,2.0,30.0,3.0,780.0,1.0,-1.0,0.0,0.0,0.0
45.0,1.0,0.0,3.0,1.0,406.0,1.0,1.0,2.0,7.0,8.0,314.0,1.0,-1.0,0.0,0.0,0.0
56.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,422.0,1.0,-1.0,0.0,0.0,0.0
35.0,10.0,2.0,1.0,1.0,183.0,1.0,1.0,2.0,1.0,8.0,516.0,2.0,130.0,2.0,2.0,1.0
35.0,8.0,2.0,3.0,1.0,-30.0,1.0,1.0,2.0,4.0,1.0,218.0,2.0,-1.0,0.0,0.0,1.0
56.0,7.0,0.0,1.0,1.0,385.0,1.0,1.0,2.0,20.0,7.0,210.0,3.0,-1.0,0.0,0.0,1.0
29.0,7.0,2.0,1.0,1.0,234.0,0.0,1.0,2.0,8.0,4.0,139.0,1.0,345.0,1.0,1.0,1.0
26.0,10.0,2.0,1.0,1.0,3244.0,1.0,1.0,2.0,2.0,1.0,141.0,1.0,5.0,1.0,2.0,1.0
42.0,7.0,2.0,2.0,1.0,1628.0,0.0,1.0,2.0,25.0,6.0,590.0,8.0,-1.0,0.0,0.0,0.0
57.0,3.0,0.0,3.0,1.0,10583.0,1.0,1.0,2.0,25.0,2.0,272.0,1.0,178.0,6.0,3.0,0.0
71.0,9.0,0.0,3.0,1.0,14220.0,0.0,1.0,2.0,9.0,8.0,397.0,1.0,-1.0,0.0,0.0,0.0
65.0,0.0,0.0,1.0,1.0,952.0,1.0,1.0,2.0,2.0,5.0,310.0,1.0,-1.0,0.0,0.0,0.0
33.0,7.0,1.0,2.0,1.0,390.0,0.0,1.0,0.0,9.0,4.0,665.0,2.0,-1.0,0.0,0.0,0.0
31.0,0.0,0.0,1.0,1.0,307.0,0.0,1.0,0.0,9.0,4.0,538.0,1.0,-1.0,0.0,0.0,0.0
31.0,3.0,2.0,3.0,1.0,307.0,1.0,1.0,2.0,8.0,6.0,361.0,1.0,229.0,2.0,2.0,0.0
33.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,29.0,0.0,132.0,2.0,-1.0,0.0,0.0,1.0
57.0,10.0,0.0,1.0,1.0,6362.0,0.0,0.0,2.0,18.0,10.0,66.0,1.0,-1.0,0.0,0.0,1.0
45.0,7.0,0.0,1.0,1.0,1723.0,1.0,1.0,2.0,1.0,5.0,166.0,2.0,-1.0,0.0,0.0,0.0
43.0,10.0,0.0,1.0,1.0,310.0,0.0,1.0,0.0,29.0,4.0,291.0,1.0,-1.0,0.0,0.0,1.0
54.0,9.0,1.0,3.0,1.0,349.0,0.0,1.0,2.0,12.0,4.0,176.0,2.0,175.0,1.0,2.0,1.0
32.0,0.0,0.0,1.0,1.0,8749.0,0.0,0.0,0.0,21.0,9.0,294.0,1.0,-1.0,0.0,0.0,0.0
45.0,3.0,0.0,3.0,1.0,1529.0,1.0,1.0,2.0,30.0,5.0,160.0,1.0,-1.0,0.0,0.0,1.0
34.0,3.0,0.0,3.0,1.0,158.0,1.0,1.0,2.0,9.0,2.0,212.0,3.0,181.0,6.0,3.0,0.0
34.0,3.0,1.0,3.0,1.0,70.0,0.0,1.0,0.0,22.0,6.0,5.0,1.0,701.0,6.0,1.0,1.0
37.0,3.0,0.0,3.0,1.0,2987.0,0.0,1.0,2.0,13.0,4.0,216.0,1.0,87.0,10.0,3.0,0.0
26.0,0.0,2.0,1.0,1.0,1099.0,1.0,1.0,2.0,15.0,0.0,99.0,2.0,225.0,13.0,1.0,1.0
56.0,7.0,1.0,2.0,1.0,3021.0,1.0,1.0,0.0,9.0,5.0,419.0,2.0,-1.0,0.0,0.0,1.0
38.0,8.0,2.0,1.0,1.0,592.0,1.0,1.0,2.0,6.0,4.0,275.0,1.0,-1.0,0.0,0.0,1.0
31.0,3.0,1.0,3.0,1.0,414.0,1.0,0.0,2.0,16.0,6.0,241.0,1.0,-1.0,0.0,0.0,0.0
41.0,3.0,0.0,3.0,1.0,217.0,1.0,1.0,2.0,19.0,10.0,328.0,1.0,-1.0,0.0,0.0,1.0
77.0,1.0,0.0,0.0,1.0,397.0,1.0,1.0,1.0,8.0,10.0,207.0,1.0,185.0,3.0,3.0,1.0
39.0,2.0,0.0,1.0,1.0,1654.0,1.0,1.0,0.0,20.0,5.0,264.0,6.0,-1.0,0.0,0.0,1.0
34.0,3.0,0.0,3.0,1.0,3047.0,1.0,1.0,2.0,30.0,3.0,317.0,1.0,160.0,5.0,1.0,0.0
36.0,0.0,0.0,1.0,1.0,96.0,1.0,1.0,2.0,30.0,3.0,208.0,1.0,87.0,1.0,3.0,0.0
23.0,7.0,0.0,2.0,1.0,-213.0,1.0,1.0,0.0,13.0,4.0,165.0,2.0,-1.0,0.0,0.0,1.0
58.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,17.0,10.0,219.0,1.0,186.0,2.0,2.0,1.0
47.0,7.0,1.0,2.0,1.0,126.0,0.0,1.0,0.0,3.0,5.0,2456.0,2.0,-1.0,0.0,0.0,0.0
56.0,3.0,0.0,3.0,1.0,412.0,1.0,1.0,1.0,20.0,10.0,179.0,6.0,-1.0,0.0,0.0,1.0
29.0,0.0,1.0,1.0,1.0,504.0,0.0,1.0,2.0,7.0,4.0,203.0,1.0,-1.0,0.0,0.0,1.0
61.0,9.0,0.0,1.0,1.0,938.0,1.0,1.0,2.0,15.0,6.0,392.0,2.0,183.0,3.0,3.0,0.0
29.0,8.0,0.0,1.0,1.0,123.0,1.0,0.0,2.0,21.0,3.0,158.0,2.0,181.0,1.0,3.0,0.0
39.0,7.0,0.0,1.0,1.0,11854.0,0.0,1.0,2.0,15.0,4.0,15.0,9.0,-1.0,0.0,0.0,1.0
47.0,0.0,0.0,1.0,1.0,368.0,1.0,1.0,2.0,23.0,1.0,269.0,1.0,187.0,5.0,3.0,0.0
27.0,7.0,2.0,1.0,1.0,-208.0,0.0,1.0,0.0,21.0,4.0,127.0,2.0,-1.0,0.0,0.0,1.0
56.0,11.0,0.0,2.0,1.0,444.0,0.0,1.0,0.0,6.0,5.0,432.0,1.0,-1.0,0.0,0.0,1.0
34.0,7.0,0.0,1.0,1.0,262.0,1.0,1.0,2.0,1.0,5.0,339.0,1.0,-1.0,0.0,0.0,0.0
38.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,16.0,6.0,1473.0,6.0,-1.0,0.0,0.0,1.0
53.0,7.0,0.0,2.0,1.0,2295.0,1.0,1.0,2.0,21.0,7.0,65.0,10.0,-1.0,0.0,0.0,1.0
36.0,7.0,0.0,1.0,1.0,3463.0,0.0,1.0,1.0,21.0,10.0,29.0,4.0,-1.0,0.0,0.0,1.0
40.0,7.0,0.0,1.0,1.0,1028.0,0.0,0.0,2.0,17.0,3.0,319.0,1.0,-1.0,0.0,0.0,1.0
30.0,7.0,0.0,2.0,1.0,5956.0,0.0,0.0,2.0,20.0,10.0,405.0,1.0,139.0,1.0,2.0,1.0
42.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,7.0,4.0,209.0,2.0,-1.0,0.0,0.0,1.0
42.0,3.0,0.0,0.0,1.0,849.0,0.0,1.0,2.0,8.0,9.0,667.0,1.0,321.0,1.0,1.0,0.0
33.0,3.0,2.0,3.0,1.0,1859.0,0.0,1.0,2.0,30.0,0.0,1169.0,4.0,-1.0,0.0,0.0,1.0
61.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,18.0,7.0,280.0,13.0,-1.0,0.0,0.0,1.0
34.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,6.0,1.0,787.0,3.0,9.0,1.0,1.0,0.0
25.0,7.0,2.0,1.0,1.0,1243.0,1.0,0.0,2.0,10.0,6.0,1341.0,7.0,-1.0,0.0,0.0,0.0
34.0,7.0,0.0,2.0,1.0,15841.0,0.0,1.0,2.0,20.0,3.0,423.0,5.0,-1.0,0.0,0.0,1.0
30.0,3.0,2.0,3.0,1.0,364.0,1.0,1.0,2.0,30.0,3.0,306.0,2.0,-1.0,0.0,0.0,0.0
31.0,2.0,2.0,2.0,1.0,406.0,1.0,1.0,2.0,4.0,1.0,736.0,1.0,-1.0,0.0,0.0,0.0
36.0,5.0,1.0,3.0,1.0,3407.0,1.0,1.0,2.0,9.0,5.0,993.0,4.0,85.0,4.0,3.0,0.0
36.0,8.0,2.0,3.0,1.0,4844.0,1.0,1.0,0.0,9.0,5.0,1137.0,3.0,-1.0,0.0,0.0,0.0
30.0,0.0,0.0,1.0,1.0,873.0,0.0,1.0,0.0,29.0,4.0,792.0,3.0,-1.0,0.0,0.0,0.0
69.0,9.0,0.0,0.0,1.0,426.0,1.0,1.0,1.0,10.0,8.0,211.0,2.0,185.0,2.0,3.0,0.0
31.0,10.0,2.0,3.0,1.0,13711.0,0.0,1.0,2.0,20.0,10.0,1532.0,3.0,-1.0,0.0,0.0,0.0
45.0,0.0,0.0,1.0,1.0,256.0,1.0,1.0,2.0,21.0,10.0,135.0,2.0,-1.0,0.0,0.0,1.0
34.0,3.0,1.0,3.0,1.0,2885.0,1.0,1.0,2.0,10.0,1.0,314.0,2.0,156.0,4.0,1.0,0.0
35.0,3.0,2.0,3.0,1.0,1162.0,1.0,1.0,2.0,30.0,3.0,175.0,1.0,-1.0,0.0,0.0,0.0
